investor_id,sip_count,continuity_status
INV001383,8,Active
INV001384,4,Active
INV001385,3,Active
INV001386,2,Inactive
INV001387,9,Active
INV001388,2,Inactive
INV001389,1,Inactive
INV001390,3,Active
INV001391,4,Active
INV001392,4,Active
INV001393,2,Inactive
INV001394,8,Active
INV001395,4,Active
INV001396,2,Inactive
INV001397,5,Active
INV001398,4,Active
INV001399,4,Active
INV001400,6,Active
INV001401,6,Active
INV001402,4,Active
INV001403,1,Inactive
INV001404,2,Inactive
INV001405,4,Active
INV001406,10,Active
INV001407,6,Active
INV001408,2,Inactive
INV001409,5,Active
INV001410,4,Active
INV001411,5,Active
INV001412,2,Inactive
INV001413,5,Active
INV001414,1,Inactive
INV001415,8,Active
INV001416,2,Inactive
INV001417,1,Inactive
INV001418,6,Active
INV001419,6,Active
INV001420,2,Inactive
INV001421,5,Active
INV001422,4,Active
INV001423,8,Active
INV001424,4,Active
INV001425,2,Inactive
INV001426,1,Inactive
INV001427,1,Inactive
INV001428,6,Active
INV001429,1,Inactive
INV001430,1,Inactive
INV001431,3,Active
INV001432,6,Active
INV001433,3,Active
INV001434,6,Active
INV001435,2,Inactive
INV001436,2,Inactive
INV001437,1,Inactive
INV001438,1,Inactive
INV001439,3,Active
INV001440,2,Inactive
INV001441,2,Inactive
INV001442,9,Active
INV001443,3,Active
INV001444,3,Active
INV001445,4,Active
INV001446,2,Inactive
INV001447,3,Active
INV001448,2,Inactive
INV001449,4,Active
INV001450,3,Active
INV001451,1,Inactive
INV001452,3,Active
INV001453,3,Active
INV001454,7,Active
INV001455,8,Active
INV001456,5,Active
INV001457,6,Active
INV001458,7,Active
INV001459,1,Inactive
INV001460,4,Active
INV001461,2,Inactive
INV001462,5,Active
INV001463,2,Inactive
INV001464,1,Inactive
INV001465,3,Active
INV001466,6,Active
INV001467,5,Active
INV001468,2,Inactive
INV001469,1,Inactive
INV001470,3,Active
INV001472,6,Active
INV001473,3,Active
INV001474,1,Inactive
INV001475,3,Active
INV001476,4,Active
INV001477,1,Inactive
INV001478,4,Active
INV001479,2,Inactive
INV001480,4,Active
INV001481,5,Active
INV001482,6,Active
INV001483,5,Active
INV001484,2,Inactive
INV001485,9,Active
INV001486,1,Inactive
INV001487,3,Active
INV001488,3,Active
INV001489,4,Active
INV001491,6,Active
INV001492,3,Active
INV001494,3,Active
INV001495,2,Inactive
INV001496,5,Active
INV001497,9,Active
INV001498,1,Inactive
INV001499,3,Active
INV001500,3,Active
INV001501,3,Active
INV001502,1,Inactive
INV001503,4,Active
INV001504,9,Active
INV001505,2,Inactive
INV001506,3,Active
INV001507,6,Active
INV001508,3,Active
INV001509,1,Inactive
INV001510,7,Active
INV001511,1,Inactive
INV001512,5,Active
INV001513,3,Active
INV001514,7,Active
INV001515,4,Active
INV001516,6,Active
INV001518,5,Active
INV001519,3,Active
INV001520,1,Inactive
INV001521,5,Active
INV001522,2,Inactive
INV001524,5,Active
INV001525,5,Active
INV001526,6,Active
INV001527,1,Inactive
INV001528,5,Active
INV001529,1,Inactive
INV001530,7,Active
INV001531,3,Active
INV001532,7,Active
INV001534,5,Active
INV001535,3,Active
INV001536,7,Active
INV001537,3,Active
INV001538,4,Active
INV001539,2,Inactive
INV001540,4,Active
INV001542,5,Active
INV001543,2,Inactive
INV001544,5,Active
INV001545,6,Active
INV001547,7,Active
INV001548,6,Active
INV001549,5,Active
INV001550,7,Active
INV001551,6,Active
INV001552,1,Inactive
INV001553,4,Active
INV001554,2,Inactive
INV001555,2,Inactive
INV001556,2,Inactive
INV001557,2,Inactive
INV001558,5,Active
INV001560,3,Active
INV001561,4,Active
INV001562,10,Active
INV001563,1,Inactive
INV001564,8,Active
INV001566,3,Active
INV001567,5,Active
INV001568,1,Inactive
INV001569,6,Active
INV001570,2,Inactive
INV001571,1,Inactive
INV001572,1,Inactive
INV001573,5,Active
INV001574,5,Active
INV001575,4,Active
INV001576,5,Active
INV001577,1,Inactive
INV001578,1,Inactive
INV001579,7,Active
INV001580,7,Active
INV001581,1,Inactive
INV001582,1,Inactive
INV001583,3,Active
INV001584,3,Active
INV001585,6,Active
INV001586,4,Active
INV001587,7,Active
INV001588,3,Active
INV001589,1,Inactive
INV001590,2,Inactive
INV001591,2,Inactive
INV001592,2,Inactive
INV001593,1,Inactive
INV001594,2,Inactive
INV001595,4,Active
INV001596,1,Inactive
INV001597,7,Active
INV001598,5,Active
INV001599,6,Active
INV001600,2,Inactive
INV001601,1,Inactive
INV001602,6,Active
INV001603,7,Active
INV001604,2,Inactive
INV001605,8,Active
INV001606,7,Active
INV001607,2,Inactive
INV001608,5,Active
INV001609,4,Active
INV001611,5,Active
INV001612,5,Active
INV001613,1,Inactive
INV001614,2,Inactive
INV001615,3,Active
INV001616,9,Active
INV001617,1,Inactive
INV001618,5,Active
INV001619,3,Active
INV001620,4,Active
INV001621,3,Active
INV001622,2,Inactive
INV001623,6,Active
INV001624,4,Active
INV001625,6,Active
INV001626,2,Inactive
INV001627,4,Active
INV001628,8,Active
INV001629,7,Active
INV001630,3,Active
INV001631,6,Active
INV001633,1,Inactive
INV001634,1,Inactive
INV001635,2,Inactive
INV001636,9,Active
INV001637,1,Inactive
INV001638,3,Active
INV001639,4,Active
INV001640,5,Active
INV001641,6,Active
INV001642,1,Inactive
INV001643,5,Active
INV001644,6,Active
INV001645,6,Active
INV001646,3,Active
INV001648,5,Active
INV001649,10,Active
INV001650,3,Active
INV001651,7,Active
INV001652,4,Active
INV001653,6,Active
INV001654,7,Active
INV001655,4,Active
INV001656,8,Active
INV001658,5,Active
INV001659,2,Inactive
INV001660,4,Active
INV001661,3,Active
INV001662,6,Active
INV001663,5,Active
INV001664,1,Inactive
INV001665,3,Active
INV001666,4,Active
INV001667,1,Inactive
INV001668,1,Inactive
INV001669,3,Active
INV001670,4,Active
INV001671,4,Active
INV001672,9,Active
INV001673,11,Active
INV001674,4,Active
INV001676,1,Inactive
INV001677,2,Inactive
INV001678,1,Inactive
INV001679,4,Active
INV001680,9,Active
INV001681,2,Inactive
INV001682,1,Inactive
INV001683,7,Active
INV001684,3,Active
INV001685,2,Inactive
INV001686,1,Inactive
INV001687,4,Active
INV001688,3,Active
INV001689,6,Active
INV001690,7,Active
INV001691,6,Active
INV001692,2,Inactive
INV001693,3,Active
INV001694,8,Active
INV001695,5,Active
INV001696,4,Active
INV001697,9,Active
INV001698,1,Inactive
INV001699,6,Active
INV001700,1,Inactive
INV001701,5,Active
INV001702,1,Inactive
INV001703,1,Inactive
INV001705,4,Active
INV001706,5,Active
INV001707,2,Inactive
INV001708,3,Active
INV001709,6,Active
INV001710,1,Inactive
INV001711,7,Active
INV001712,6,Active
INV001713,5,Active
INV001714,3,Active
INV001715,8,Active
INV001716,4,Active
INV001718,6,Active
INV001719,3,Active
INV001720,5,Active
INV001721,4,Active
INV001722,3,Active
INV001723,3,Active
INV001724,7,Active
INV001725,5,Active
INV001726,1,Inactive
INV001727,3,Active
INV001728,8,Active
INV001729,1,Inactive
INV001730,2,Inactive
INV001731,2,Inactive
INV001732,4,Active
INV001733,1,Inactive
INV001734,4,Active
INV001735,5,Active
INV001736,4,Active
INV001737,7,Active
INV001738,9,Active
INV001739,9,Active
INV001740,5,Active
INV001741,6,Active
INV001742,5,Active
INV001743,3,Active
INV001744,7,Active
INV001745,3,Active
INV001746,5,Active
INV001747,5,Active
INV001748,3,Active
INV001749,1,Inactive
INV001750,2,Inactive
INV001751,4,Active
INV001752,7,Active
INV001753,11,Active
INV001754,3,Active
INV001757,8,Active
INV001758,4,Active
INV001759,10,Active
INV001760,3,Active
INV001761,1,Inactive
INV001762,4,Active
INV001763,3,Active
INV001764,3,Active
INV001765,4,Active
INV001766,2,Inactive
INV001768,2,Inactive
INV001769,6,Active
INV001770,5,Active
INV001771,1,Inactive
INV001772,6,Active
INV001773,5,Active
INV001774,3,Active
INV001775,8,Active
INV001776,1,Inactive
INV001777,9,Active
INV001778,8,Active
INV001779,1,Inactive
INV001780,1,Inactive
INV001781,3,Active
INV001782,4,Active
INV001783,4,Active
INV001784,5,Active
INV001785,3,Active
INV001786,1,Inactive
INV001787,2,Inactive
INV001788,3,Active
INV001789,2,Inactive
INV001790,4,Active
INV001791,3,Active
INV001792,5,Active
INV001793,1,Inactive
INV001794,5,Active
INV001795,3,Active
INV001796,3,Active
INV001797,7,Active
INV001798,5,Active
INV001799,4,Active
INV001800,7,Active
INV001801,5,Active
INV001802,7,Active
INV001803,6,Active
INV001804,8,Active
INV001805,4,Active
INV001806,8,Active
INV001809,6,Active
INV001810,5,Active
INV001811,9,Active
INV001813,3,Active
INV001814,5,Active
INV001815,4,Active
INV001816,4,Active
INV001817,1,Inactive
INV001818,1,Inactive
INV001819,2,Inactive
INV001820,4,Active
INV001821,3,Active
INV001822,6,Active
INV001823,8,Active
INV001824,1,Inactive
INV001825,4,Active
INV001826,6,Active
INV001827,5,Active
INV001828,8,Active
INV001829,4,Active
INV001830,3,Active
INV001831,6,Active
INV001832,4,Active
INV001833,5,Active
INV001834,4,Active
INV001835,5,Active
INV001836,5,Active
INV001837,7,Active
INV001838,1,Inactive
INV001839,3,Active
INV001840,1,Inactive
INV001841,6,Active
INV001842,4,Active
INV001843,4,Active
INV001844,2,Inactive
INV001845,3,Active
INV001846,3,Active
INV001847,2,Inactive
INV001848,4,Active
INV001849,4,Active
INV001850,2,Inactive
INV001851,4,Active
INV001852,4,Active
INV001853,8,Active
INV001854,1,Inactive
INV001855,2,Inactive
INV001856,4,Active
INV001857,4,Active
INV001858,8,Active
INV001859,3,Active
INV001860,2,Inactive
INV001861,5,Active
INV001862,1,Inactive
INV001863,2,Inactive
INV001865,7,Active
INV001866,6,Active
INV001867,4,Active
INV001868,4,Active
INV001869,1,Inactive
INV001870,7,Active
INV001871,7,Active
INV001872,3,Active
INV001873,3,Active
INV001874,4,Active
INV001875,2,Inactive
INV001876,3,Active
INV001877,5,Active
INV001878,2,Inactive
INV001879,5,Active
INV001880,5,Active
INV001881,5,Active
INV001882,3,Active
INV001883,6,Active
INV001885,6,Active
INV001886,9,Active
INV001887,3,Active
INV001888,5,Active
INV001890,6,Active
INV001891,6,Active
INV001892,3,Active
INV001893,5,Active
INV001895,1,Inactive
INV001896,4,Active
INV001897,3,Active
INV001899,5,Active
INV001900,5,Active
INV001901,1,Inactive
INV001902,1,Inactive
INV001903,5,Active
INV001904,1,Inactive
INV001905,4,Active
INV001906,3,Active
INV001908,1,Inactive
INV001909,8,Active
INV001910,1,Inactive
INV001911,3,Active
INV001912,6,Active
INV001913,4,Active
INV001914,4,Active
INV001915,2,Inactive
INV001916,5,Active
INV001917,3,Active
INV001918,1,Inactive
INV001919,1,Inactive
INV001920,7,Active
INV001921,8,Active
INV001922,5,Active
INV001923,7,Active
INV001924,7,Active
INV001925,1,Inactive
INV001926,5,Active
INV001927,6,Active
INV001928,4,Active
INV001929,6,Active
INV001930,3,Active
INV001931,1,Inactive
INV001932,2,Inactive
INV001933,5,Active
INV001934,2,Inactive
INV001935,1,Inactive
INV001936,2,Inactive
INV001937,8,Active
INV001938,9,Active
INV001939,1,Inactive
INV001940,5,Active
INV001942,1,Inactive
INV001943,6,Active
INV001944,5,Active
INV001945,4,Active
INV001946,3,Active
INV001947,1,Inactive
INV001948,3,Active
INV001949,1,Inactive
INV001950,7,Active
INV001951,7,Active
INV001952,2,Inactive
INV001954,6,Active
INV001955,6,Active
INV001956,4,Active
INV001957,2,Inactive
INV001959,4,Active
INV001960,2,Inactive
INV001961,6,Active
INV001962,5,Active
INV001963,2,Inactive
INV001964,1,Inactive
INV001965,1,Inactive
INV001966,2,Inactive
INV001967,5,Active
INV001968,4,Active
INV001969,6,Active
INV001970,1,Inactive
INV001971,8,Active
INV001972,8,Active
INV001973,1,Inactive
INV001974,2,Inactive
INV001975,1,Inactive
INV001976,2,Inactive
INV001977,5,Active
INV001978,6,Active
INV001979,6,Active
INV001980,3,Active
INV001981,1,Inactive
INV001982,6,Active
INV001983,5,Active
INV001984,1,Inactive
INV001985,5,Active
INV001986,7,Active
INV001987,7,Active
INV001988,1,Inactive
INV001989,3,Active
INV001990,8,Active
INV001991,1,Inactive
INV001992,4,Active
INV001993,6,Active
INV001994,1,Inactive
INV001995,6,Active
INV001996,1,Inactive
INV001997,6,Active
INV001998,5,Active
INV001999,4,Active
INV002000,5,Active
INV002001,6,Active
INV002002,2,Inactive
INV002003,2,Inactive
INV002004,1,Inactive
INV002005,3,Active
INV002006,6,Active
INV002007,3,Active
INV002008,5,Active
INV002009,1,Inactive
INV002010,6,Active
INV002011,4,Active
INV002012,5,Active
INV002013,5,Active
INV002014,3,Active
INV002015,2,Inactive
INV002016,3,Active
INV002017,7,Active
INV002018,6,Active
INV002019,6,Active
INV002020,1,Inactive
INV002021,2,Inactive
INV002022,4,Active
INV002023,2,Inactive
INV002024,1,Inactive
INV002025,7,Active
INV002026,5,Active
INV002027,3,Active
INV002028,1,Inactive
INV002029,1,Inactive
INV002030,4,Active
INV002031,1,Inactive
INV002032,2,Inactive
INV002033,7,Active
INV002034,8,Active
INV002035,3,Active
INV002036,5,Active
INV002037,6,Active
INV002038,6,Active
INV002039,3,Active
INV002040,4,Active
INV002041,4,Active
INV002042,5,Active
INV002043,3,Active
INV002044,2,Inactive
INV002045,5,Active
INV002046,1,Inactive
INV002047,4,Active
INV002048,1,Inactive
INV002049,4,Active
INV002050,3,Active
INV002051,6,Active
INV002052,7,Active
INV002053,2,Inactive
INV002054,5,Active
INV002055,4,Active
INV002056,3,Active
INV002057,1,Inactive
INV002058,1,Inactive
INV002059,2,Inactive
INV002060,5,Active
INV002061,4,Active
INV002063,2,Inactive
INV002064,1,Inactive
INV002065,4,Active
INV002066,3,Active
INV002067,5,Active
INV002068,2,Inactive
INV002069,10,Active
INV002070,7,Active
INV002071,1,Inactive
INV002072,3,Active
INV002073,3,Active
INV002074,3,Active
INV002075,5,Active
INV002076,1,Inactive
INV002077,5,Active
INV002078,2,Inactive
INV002079,3,Active
INV002080,5,Active
INV002081,2,Inactive
INV002082,4,Active
INV002083,10,Active
INV002084,1,Inactive
INV002085,6,Active
INV002087,5,Active
INV002088,5,Active
INV002089,3,Active
INV002090,6,Active
INV002091,1,Inactive
INV002092,7,Active
INV002093,4,Active
INV002094,3,Active
INV002095,4,Active
INV002096,3,Active
INV002097,1,Inactive
INV002098,4,Active
INV002099,4,Active
INV002101,6,Active
INV002102,6,Active
INV002103,2,Inactive
INV002104,5,Active
INV002106,4,Active
INV002107,8,Active
INV002108,3,Active
INV002109,1,Inactive
INV002110,4,Active
INV002111,8,Active
INV002112,5,Active
INV002113,4,Active
INV002114,1,Inactive
INV002115,4,Active
INV002116,4,Active
INV002117,5,Active
INV002118,1,Inactive
INV002119,6,Active
INV002120,3,Active
INV002121,7,Active
INV002122,7,Active
INV002123,4,Active
INV002124,5,Active
INV002125,5,Active
INV002126,5,Active
INV002127,6,Active
INV002128,3,Active
INV002129,3,Active
INV002130,4,Active
INV002131,5,Active
INV002132,2,Inactive
INV002133,4,Active
INV002134,7,Active
INV002135,4,Active
INV002136,2,Inactive
INV002137,5,Active
INV002138,6,Active
INV002139,4,Active
INV002140,2,Inactive
INV002141,4,Active
INV002142,9,Active
INV002143,8,Active
INV002144,3,Active
INV002145,2,Inactive
INV002146,2,Inactive
INV002147,1,Inactive
INV002148,4,Active
INV002149,8,Active
INV002150,6,Active
INV002151,9,Active
INV002152,4,Active
INV002153,7,Active
INV002154,6,Active
INV002155,6,Active
INV002156,2,Inactive
INV002157,7,Active
INV002158,4,Active
INV002159,6,Active
INV002160,1,Inactive
INV002161,2,Inactive
INV002162,9,Active
INV002163,2,Inactive
INV002164,4,Active
INV002165,1,Inactive
INV002166,6,Active
INV002167,3,Active
INV002168,3,Active
INV002169,1,Inactive
INV002170,3,Active
INV002171,7,Active
INV002172,3,Active
INV002173,2,Inactive
INV002174,4,Active
INV002175,1,Inactive
INV002176,5,Active
INV002177,7,Active
INV002178,8,Active
INV002179,8,Active
INV002180,3,Active
INV002181,1,Inactive
INV002182,7,Active
INV002183,3,Active
INV002184,5,Active
INV002185,6,Active
INV002186,7,Active
INV002187,7,Active
INV002188,3,Active
INV002189,5,Active
INV002190,2,Inactive
INV002191,2,Inactive
INV002192,5,Active
INV002193,1,Inactive
INV002194,1,Inactive
INV002195,9,Active
INV002196,8,Active
INV002197,3,Active
INV002198,9,Active
INV002199,7,Active
INV002200,4,Active
INV002201,5,Active
INV002202,8,Active
INV002204,2,Inactive
INV002205,4,Active
INV002206,7,Active
INV002207,4,Active
INV002208,7,Active
INV002209,2,Inactive
INV002211,7,Active
INV002212,3,Active
INV002213,5,Active
INV002214,5,Active
INV002215,4,Active
INV002216,8,Active
INV002217,3,Active
INV002218,6,Active
INV002219,8,Active
INV002220,5,Active
INV002222,1,Inactive
INV002223,2,Inactive
INV002224,3,Active
INV002225,4,Active
INV002226,2,Inactive
INV002227,4,Active
INV002228,6,Active
INV002229,6,Active
INV002230,8,Active
INV002232,7,Active
INV002233,1,Inactive
INV002234,4,Active
INV002235,5,Active
INV002236,7,Active
INV002237,7,Active
INV002238,5,Active
INV002239,3,Active
INV002240,7,Active
INV002241,7,Active
INV002242,4,Active
INV002243,3,Active
INV002244,5,Active
INV002245,4,Active
INV002246,1,Inactive
INV002247,2,Inactive
INV002248,5,Active
INV002249,5,Active
INV002250,5,Active
INV002251,6,Active
INV002252,5,Active
INV002253,1,Inactive
INV002255,3,Active
INV002256,6,Active
INV002257,2,Inactive
INV002258,4,Active
INV002259,7,Active
INV002260,6,Active
INV002261,5,Active
INV002262,3,Active
INV002264,5,Active
INV002265,7,Active
INV002266,2,Inactive
INV002267,5,Active
INV002268,1,Inactive
INV002269,2,Inactive
INV002270,4,Active
INV002271,4,Active
INV002272,1,Inactive
INV002273,2,Inactive
INV002274,5,Active
INV002275,5,Active
INV002276,5,Active
INV002277,7,Active
INV002278,2,Inactive
INV002279,2,Inactive
INV002280,7,Active
INV002281,5,Active
INV002282,6,Active
INV002283,3,Active
INV002284,6,Active
INV002285,2,Inactive
INV002286,4,Active
INV002287,3,Active
INV002288,2,Inactive
INV002290,6,Active
INV002291,3,Active
INV002292,5,Active
INV002294,8,Active
INV002295,7,Active
INV002296,1,Inactive
INV002297,2,Inactive
INV002298,6,Active
INV002299,2,Inactive
INV002300,4,Active
INV002301,1,Inactive
INV002302,4,Active
INV002304,10,Active
INV002306,5,Active
INV002307,5,Active
INV002308,5,Active
INV002309,2,Inactive
INV002310,2,Inactive
INV002311,2,Inactive
INV002312,4,Active
INV002314,2,Inactive
INV002315,7,Active
INV002316,2,Inactive
INV002317,1,Inactive
INV002318,2,Inactive
INV002319,7,Active
INV002320,1,Inactive
INV002321,1,Inactive
INV002322,6,Active
INV002323,5,Active
INV002324,4,Active
INV002325,2,Inactive
INV002326,5,Active
INV002327,6,Active
INV002328,4,Active
INV002329,7,Active
INV002330,4,Active
INV002332,4,Active
INV002333,4,Active
INV002334,2,Inactive
INV002335,1,Inactive
INV002336,1,Inactive
INV002337,1,Inactive
INV002338,5,Active
INV002339,3,Active
INV002341,4,Active
INV002342,6,Active
INV002343,9,Active
INV002344,4,Active
INV002345,5,Active
INV002346,2,Inactive
INV002347,9,Active
INV002348,6,Active
INV002349,6,Active
INV002350,4,Active
INV002351,6,Active
INV002352,2,Inactive
INV002353,4,Active
INV002355,1,Inactive
INV002357,7,Active
INV002358,4,Active
INV002360,9,Active
INV002361,6,Active
INV002363,5,Active
INV002364,4,Active
INV002365,4,Active
INV002366,2,Inactive
INV002367,7,Active
INV002368,7,Active
INV002369,6,Active
INV002370,7,Active
INV002371,1,Inactive
INV002372,6,Active
INV002373,8,Active
INV002374,6,Active
INV002375,3,Active
INV002376,1,Inactive
INV002377,3,Active
INV002378,4,Active
INV002379,3,Active
INV002380,4,Active
INV002381,4,Active
INV002382,5,Active
INV002383,1,Inactive
INV002384,10,Active
INV002385,3,Active
INV002386,1,Inactive
INV002387,5,Active
INV002388,6,Active
INV002389,10,Active
INV002390,6,Active
INV002391,6,Active
INV002392,4,Active
INV002393,5,Active
INV002394,5,Active
INV002395,6,Active
INV002396,1,Inactive
INV002397,4,Active
INV002399,4,Active
INV002400,9,Active
INV002401,8,Active
INV002402,7,Active
INV002403,2,Inactive
INV002404,2,Inactive
INV002405,3,Active
INV002406,1,Inactive
INV002407,7,Active
INV002408,2,Inactive
INV002409,8,Active
INV002410,1,Inactive
INV002411,3,Active
INV002412,5,Active
INV002413,8,Active
INV002414,4,Active
INV002415,8,Active
INV002416,4,Active
INV002417,7,Active
INV002418,6,Active
INV002419,1,Inactive
INV002420,6,Active
INV002421,1,Inactive
INV002422,10,Active
INV002423,3,Active
INV002424,3,Active
INV002425,2,Inactive
INV002426,5,Active
INV002427,4,Active
INV002428,1,Inactive
INV002429,6,Active
INV002430,4,Active
INV002431,2,Inactive
INV002432,2,Inactive
INV002433,1,Inactive
INV002434,6,Active
INV002435,5,Active
INV002436,4,Active
INV002437,7,Active
INV002438,1,Inactive
INV002440,3,Active
INV002441,2,Inactive
INV002442,2,Inactive
INV002443,1,Inactive
INV002444,2,Inactive
INV002445,8,Active
INV002446,4,Active
INV002447,1,Inactive
INV002448,2,Inactive
INV002449,2,Inactive
INV002450,2,Inactive
INV002451,2,Inactive
INV002452,4,Active
INV002453,7,Active
INV002454,3,Active
INV002455,1,Inactive
INV002457,2,Inactive
INV002458,6,Active
INV002459,8,Active
INV002460,3,Active
INV002461,4,Active
INV002462,1,Inactive
INV002463,6,Active
INV002464,6,Active
INV002465,2,Inactive
INV002466,7,Active
INV002467,8,Active
INV002468,4,Active
INV002469,5,Active
INV002470,1,Inactive
INV002471,6,Active
INV002472,3,Active
INV002473,3,Active
INV002474,1,Inactive
INV002475,10,Active
INV002476,6,Active
INV002477,3,Active
INV002478,1,Inactive
INV002479,2,Inactive
INV002481,1,Inactive
INV002483,4,Active
INV002484,1,Inactive
INV002485,6,Active
INV002486,5,Active
INV002487,2,Inactive
INV002488,4,Active
INV002489,2,Inactive
INV002490,8,Active
INV002491,2,Inactive
INV002493,3,Active
INV002494,1,Inactive
INV002495,6,Active
INV002496,6,Active
INV002497,8,Active
INV002498,1,Inactive
INV002499,2,Inactive
INV002500,5,Active
INV002502,5,Active
INV002503,4,Active
INV002504,5,Active
INV002505,2,Inactive
INV002506,5,Active
INV002507,4,Active
INV002508,9,Active
INV002509,10,Active
INV002510,7,Active
INV002511,1,Inactive
INV002512,2,Inactive
INV002513,3,Active
INV002514,2,Inactive
INV002515,2,Inactive
INV002516,3,Active
INV002517,1,Inactive
INV002518,3,Active
INV002519,1,Inactive
INV002520,4,Active
INV002521,6,Active
INV002523,5,Active
INV002524,1,Inactive
INV002525,2,Inactive
INV002526,5,Active
INV002527,7,Active
INV002528,5,Active
INV002529,4,Active
INV002530,8,Active
INV002531,7,Active
INV002532,3,Active
INV002533,5,Active
INV002534,2,Inactive
INV002535,3,Active
INV002536,2,Inactive
INV002538,2,Inactive
INV002539,2,Inactive
INV002540,4,Active
INV002541,1,Inactive
INV002542,4,Active
INV002543,7,Active
INV002544,1,Inactive
INV002545,2,Inactive
INV002546,4,Active
INV002547,6,Active
INV002548,4,Active
INV002549,5,Active
INV002550,2,Inactive
INV002551,5,Active
INV002552,10,Active
INV002553,3,Active
INV002554,7,Active
INV002555,7,Active
INV002556,2,Inactive
INV002557,7,Active
INV002558,6,Active
INV002559,1,Inactive
INV002560,6,Active
INV002561,3,Active
INV002562,1,Inactive
INV002563,6,Active
INV002564,1,Inactive
INV002565,5,Active
INV002566,4,Active
INV002567,6,Active
INV002568,8,Active
INV002569,1,Inactive
INV002570,7,Active
INV002571,4,Active
INV002572,8,Active
INV002573,1,Inactive
INV002574,6,Active
INV002575,9,Active
INV002576,4,Active
INV002577,3,Active
INV002578,2,Inactive
INV002579,6,Active
INV002580,4,Active
INV002582,6,Active
INV002583,3,Active
INV002584,1,Inactive
INV002585,6,Active
INV002586,6,Active
INV002587,2,Inactive
INV002588,3,Active
INV002589,1,Inactive
INV002590,10,Active
INV002591,6,Active
INV002592,2,Inactive
INV002593,3,Active
INV002594,6,Active
INV002595,3,Active
INV002596,2,Inactive
INV002597,3,Active
INV002598,9,Active
INV002599,5,Active
INV002600,2,Inactive
INV002601,2,Inactive
INV002602,8,Active
INV002603,1,Inactive
INV002604,5,Active
INV002605,2,Inactive
INV002606,6,Active
INV002607,1,Inactive
INV002608,4,Active
INV002610,2,Inactive
INV002611,1,Inactive
INV002612,2,Inactive
INV002613,8,Active
INV002614,2,Inactive
INV002615,1,Inactive
INV002616,2,Inactive
INV002617,2,Inactive
INV002618,1,Inactive
INV002619,2,Inactive
INV002620,2,Inactive
INV002621,3,Active
INV002622,7,Active
INV002623,1,Inactive
INV002624,1,Inactive
INV002625,4,Active
INV002626,4,Active
INV002627,6,Active
INV002628,6,Active
INV002629,4,Active
INV002630,5,Active
INV002631,3,Active
INV002632,8,Active
INV002633,5,Active
INV002634,2,Inactive
INV002635,3,Active
INV002636,2,Inactive
INV002637,3,Active
INV002639,5,Active
INV002640,7,Active
INV002641,4,Active
INV002642,5,Active
INV002643,6,Active
INV002645,7,Active
INV002646,1,Inactive
INV002647,4,Active
INV002648,5,Active
INV002649,2,Inactive
INV002650,2,Inactive
INV002651,1,Inactive
INV002652,5,Active
INV002653,1,Inactive
INV002654,8,Active
INV002655,2,Inactive
INV002656,5,Active
INV002657,3,Active
INV002658,1,Inactive
INV002659,7,Active
INV002660,4,Active
INV002661,2,Inactive
INV002662,2,Inactive
INV002664,4,Active
INV002666,7,Active
INV002668,5,Active
INV002669,2,Inactive
INV002670,2,Inactive
INV002671,7,Active
INV002672,1,Inactive
INV002673,8,Active
INV002674,6,Active
INV002675,8,Active
INV002676,3,Active
INV002677,1,Inactive
INV002678,1,Inactive
INV002679,4,Active
INV002680,3,Active
INV002681,7,Active
INV002682,5,Active
INV002683,3,Active
INV002684,6,Active
INV002685,3,Active
INV002686,2,Inactive
INV002687,5,Active
INV002688,9,Active
INV002689,8,Active
INV002690,1,Inactive
INV002691,1,Inactive
INV002692,1,Inactive
INV002693,7,Active
INV002694,2,Inactive
INV002695,1,Inactive
INV002696,5,Active
INV002697,7,Active
INV002698,5,Active
INV002699,3,Active
INV002700,7,Active
INV002701,3,Active
INV002702,5,Active
INV002703,2,Inactive
INV002704,8,Active
INV002705,8,Active
INV002706,6,Active
INV002707,4,Active
INV002708,5,Active
INV002709,2,Inactive
INV002710,2,Inactive
INV002711,8,Active
INV002712,11,Active
INV002713,2,Inactive
INV002714,2,Inactive
INV002715,1,Inactive
INV002716,5,Active
INV002717,2,Inactive
INV002718,5,Active
INV002719,2,Inactive
INV002720,3,Active
INV002721,1,Inactive
INV002722,6,Active
INV002723,9,Active
INV002724,6,Active
INV002725,3,Active
INV002726,8,Active
INV002727,4,Active
INV002728,1,Inactive
INV002729,1,Inactive
INV002732,8,Active
INV002733,8,Active
INV002734,4,Active
INV002735,7,Active
INV002736,6,Active
INV002737,8,Active
INV002738,2,Inactive
INV002739,2,Inactive
INV002740,2,Inactive
INV002741,4,Active
INV002742,1,Inactive
INV002743,6,Active
INV002744,10,Active
INV002745,4,Active
INV002746,8,Active
INV002747,3,Active
INV002748,4,Active
INV002749,1,Inactive
INV002750,6,Active
INV002751,7,Active
INV002752,3,Active
INV002753,5,Active
INV002754,5,Active
INV002755,1,Inactive
INV002756,2,Inactive
INV002757,4,Active
INV002758,6,Active
INV002759,3,Active
INV002760,1,Inactive
INV002761,6,Active
INV002762,5,Active
INV002763,2,Inactive
INV002764,4,Active
INV002765,4,Active
INV002766,6,Active
INV002767,7,Active
INV002768,1,Inactive
INV002769,7,Active
INV002770,3,Active
INV002771,3,Active
